,cor_name,title
1,넥스트칩,"앤씨앤, 2분기 연결기준 매출액 239억 기록"
2,넥스트칩,조(兆) 단위 IPO 떠난 자리 소·부·장 약진
3,넥스트칩,"[특징주] 넥스트칩, 기관·외인 연속 '사자'에 거래량 급증...주가 10%↑"
4,넥스트칩,따상 사라진 IPO…9월 분위기 반전 미지수
5,넥스트칩,시장 한파에…성장기업 'IPO 자금조달' 급감
6,넥스트칩,소부장 주가 공모가 대비 70% 이상 뛰는데…쏘카는 수요예측 흥행 실패
7,넥스트칩,하반기 상장 종목 강세...에이치와이티씨 24.84%↑ 영창케미칼 8.66%↑
8,넥스트칩,"[코스닥시장 월간동향] 개인투자자, 지난달 넥스트칩 순매수 1위"
9,넥스트칩,수요예측 참패는 기회?…수요예측 부진 기업 '반전 주가'
0,넥스트칩,"레이저쎌 위니아에이드 흥행에 공모주시장 훈훈, 다음주 넥스트칩 기대"
1,넥스트칩,[시그널] '블랙 프라이데이'에 범한퓨얼셀 20% 급등
2,넥스트칩,[6월18일자] 비즈니스포스트 아침의 주요기사
0,넥스트칩,[6월 공모주] 보로노이·위니아에이드·레이저쎌·넥스트칩 공모가·상장일·...
0,넥스트칩,"차량용 반도체 개발사 넥스트칩, 자율 주행차 시대 성장 기대"
1,넥스트칩,"'車 반도체' 넥스트칩, 21~22일 일반청약…삼성스팩6호도 출사표"
2,넥스트칩,[공시줍줍]공모주달력 6월 20일~24일
3,넥스트칩,[이번 주 IPO] 6월 넷째 주 수요예측·청약 일정
4,넥스트칩,[증시캘린더]이번주(6월 4주) 비플라이소프트·보로노이 상장 등
0,넥스트칩,"넥스트칩, 공모가 최상단 초과한 1만3000원 확정"
1,넥스트칩,이번주 공모주 청약...넥스트칩·삼성스팩6호 등 2개사
2,넥스트칩,"[속보]넥스트칩 공모주 청약 일정, 공모가·상장일·경쟁률 '한 눈에'"
3,넥스트칩,[이번주 증시 캘린더] 6조 '뭉칫돈' 레이저쎌 신규 상장…넥스트칩 청약 돌입
4,넥스트칩,[6월 공모주 일정] 넥스트칩 공모가 확정 앞두고 수요예측 '재조명'
5,넥스트칩,[6월 공모주 일정] 넥스트칩 21~22일 청약 시작...공모가·상장일·주관사는?
6,넥스트칩,"넥스트칩, 공모가 1만3,000원 확정…일반 투자자 21일부터 청약"
7,넥스트칩,"""대만 반도체 산업 '국가 안보'로 육성…TSMC의 성장 비결"""
8,넥스트칩,오늘의 증시 메모[6월 21일]
9,넥스트칩,"[더벨]엘엑스운용, 일임업 진출…공모주 시장 겨냥"
0,넥스트칩,"넥스트칩, 공모주 청약 시작… 자율주행차 영상인식 반도체 기술 '주목'"
1,넥스트칩,[시그널] 넥스트칩 '소부장+실적' IPO 흥행 공식 통했다
2,넥스트칩,"[특징주]앤씨앤, 물적분할한 넥스트칩 수요예측 흥행에 강세"
3,넥스트칩,"[알려株5] 넥스트칩, 차량용 카메라 관련 SoC 업체"
4,넥스트칩,"[증권소식] 코람코, 강남역 '에이플러스에셋타워' 매입/넥스트칩, 공모가 최상..."
5,넥스트칩,오늘의 증시 일정 (6월 22일)
6,넥스트칩,"전문가도 손놓은 증시…""그래도 피난처 있다"" [증시프리즘]"
7,넥스트칩,"[주린이의 공모주] ""자동차의 눈 책임진다""…기관이 앞다퉈 사려했던 그 기업..."
8,넥스트칩,"[리턴즈 고래 삼총사] 연저점 또 깨진 증시, 고래 방어 전략 공개!"
9,넥스트칩,"[장외시황] 넥스트칩, 공모주 청약 진행…현대오일뱅크 5주 최고가"
0,넥스트칩,"[시그널] 넥스트칩, 청약 경쟁률 1700대 1…'소부장 공모주' 흥행 지속"
1,넥스트칩,"넥스트칩, IPO 흥행…청약 경쟁률 3455대 1"
2,넥스트칩,"[IPO 기업분석]자율주행차 수혜주 넥스트칩, 일반청약도 흥행 성공할까"
3,넥스트칩,"넥스트칩, 공모 청약 경쟁률 1728대 1…증거금 7.3조 몰려"
4,넥스트칩,"넥스트칩 공모주 일반청약 경쟁률 1700대 1도 넘어, 증거금 7조 몰려"
5,넥스트칩,"[마켓인]넥스트칩, 청약 경쟁률 3455대 1…증거금 7조 몰려"
6,넥스트칩,'물적분할 후 상장' 넥스트칩 IPO도 흥행···쪼개기 꼼수 논란은 '꼬리표'
7,넥스트칩,"넥스트칩, 일반청약 첫날 증거금 3069억... 수요예측·경쟁률은?"
8,넥스트칩,몸값 낮추고 물량 다이어트까지...예비 상장사들 '투심 잡기' 총력
9,넥스트칩,미래모빌리티·자율주행차 기술 논의의 장 마련
0,넥스트칩,"'강한 소부장?'...넥스트칩, 일반 청약 경쟁률 1727대 1 흥행"
1,넥스트칩,"넥스트칩, 일반 청약 경쟁률 3455대1 기록…증거금 7조 몰려"
2,넥스트칩,"[증권소식] 넥스트칩, 일반청약 증거금 7조2994억…경쟁률 1727대 1/삼정KPMG..."
3,넥스트칩,"HPSP, 반도체 관련 '소부장' IPO 흥행 행렬 잇는다"
4,넥스트칩,2000 : 1 넘나드는 소부장 `청약`... 20곳 IPO `노크` [IPO 프리보드]
5,넥스트칩,"[투자의窓] 7조 끌어모았던 범한퓨얼셀 4거래일만에 공모가 깨져, 내달 1일 상..."
6,넥스트칩,"[더벨]하나금융 도곡WM, 자율주행 비상장사에 '꽂혔다'"
7,넥스트칩,"[리턴즈 고래 삼총사] 고래 기법 실전 매매, 상승 3 · 5 · 7박자 조건은?"
8,넥스트칩,청약 흥행에도 불구...'위니아에이드' 상장 첫날 폭락
9,넥스트칩,올해 특례상장 새내기주 과반 약세…소부장만 약진
